공동주택명,주소,세대수,구
덕성맨션,대전광역시 대덕구 송촌로 11(송촌동),32,대덕구
현대아파트,대전광역시 대덕구 대덕대로1524번길 27(목상동),90,대덕구
정남아파트,대전광역시 대덕구 비래동로32번길 52(비래동),40,대덕구
평화(A),대전광역시 대덕구 비래동로31번길 53(비래동),40,대덕구
주공아파트,대전광역시 대덕구 신탄진로 217(신대동),540,대덕구
임광하이츠,대전광역시 대덕구 홍도로135번길 35(중리동),59,대덕구
주공아파트(2단지),대전광역시 대덕구 계족로663번길 29(법동),1220,대덕구
삼정하이츠타운,대전광역시 대덕구 계족로663번길 30(법동),468,대덕구
주공아파트,대전광역시 대덕구 신탄진로 170(연축동),670,대덕구
세원풍남아파트,대전광역시 대덕구 대화11길 11(대화동),270,대덕구
금성백조(아),대전광역시 대덕구 덕암로173번길 8(덕암동),80,대덕구
임광아파트,대전광역시 대덕구 비래동로31번길 30(비래동),55,대덕구
보령아파트,대전광역시 대덕구 동춘당로23번길 22(송촌동),99,대덕구
덕수주택,대전광역시 대덕구 덕암북로 97(석봉동),25,대덕구
영진로얄아파트,대전광역시 대덕구 중리서로 31(중리동),750,대덕구
삼호아파트,대전광역시 대덕구 계족로663번길 32(법동),480,대덕구
유원아파트,대전광역시 대덕구 계족로663번길 23(법동),400,대덕구
삼호맨션,대전광역시 대덕구 비래서로 42(비래동),220,대덕구
옥수아파트,대전광역시 대덕구 신탄진동로23번길 44(신탄진동),50,대덕구
대원아파트,대전광역시 대덕구 신탄진로681번길 11(평촌동),45,대덕구
한라아파트(한라맨션),대전광역시 대덕구 신탄진로 649(평촌동),30,대덕구
대한아파트,대전광역시 대덕구 한남로155번길 30(오정동),24,대덕구
원창아파트,대전광역시 대덕구 덕암북로10번길 23(덕암동),40,대덕구
대일아파트,대전광역시 대덕구 신탄진로210번길 91(와동),30,대덕구
고려아파트,대전광역시 대덕구 신탄진북로35번길 27(신탄진동),60,대덕구
신일아파트,대전광역시 대덕구 계족로505번길 77(중리동),30,대덕구
서우아파트,대전광역시 대덕구 석봉로30번안길 57(석봉동),230,대덕구
소라아파트,대전광역시 대덕구 동심1길 103(대화동),269,대덕구
신동아아파트,대전광역시 대덕구 한밭대로1033번길 15(오정동),594,대덕구
주공아파트(3단지),대전광역시 대덕구 계족로663번길 34(법동),1488,대덕구
영진법동로얄맨션,대전광역시 대덕구 아리랑로 211(법동),600,대덕구
대림주택,대전광역시 대덕구 덕암로203번길 39(덕암동),20,대덕구
금성백조아파트(2차),대전광역시 대덕구 비래동로 44(비래동)대전광역시 대덕구 우암로 463(비래동)대전광역시 대덕구 우암동로 2(비래동),324,대덕구
근로복지아파트(사택),대전광역시 대덕구 중리동로55번길 20(중리동),42,대덕구
신원파크빌라,대전광역시 대덕구 덕암로181번길 45(덕암동),26,대덕구
흥진로얄아파트,대전광역시 대덕구 비래서로25번길 37(비래동),48,대덕구
원창아파트,대전광역시 대덕구 덕암북로10번길 31(덕암동),60,대덕구
삼보연립,대전광역시 대덕구 덕암북로22번길 145(덕암동),51,대덕구
삼호아파트,대전광역시 대덕구 덕암북로10번길 130(덕암동),36,대덕구
광진빌라,대전광역시 대덕구 덕암북로72번길 90(덕암동),48,대덕구
영진로얄맨션,대전광역시 대덕구 대전로1020번길 86(오정동),120,대덕구
현대아파트,대전광역시 대덕구 계족로761번길 24(읍내동),1344,대덕구
한라아파트,대전광역시 대덕구 덕암로148번안길 26(상서동),44,대덕구
서오아파트,대전광역시 대덕구 동춘당로23번길 13(송촌동),320,대덕구
삼화주택(&대림주택),대전광역시 대덕구 덕암로187번길 1(덕암동),40,대덕구
동부맨션아파트,대전광역시 대덕구 동서대로1748번길 45(비래동),63,대덕구
신일빌라,대전광역시 대덕구 홍도로119번길 10(중리동),20,대덕구
금성백조아파트(3차),대전광역시 대덕구 비래동로31번길 50(비래동),89,대덕구
유락아파트,대전광역시 대덕구 석봉로44번길 13(석봉동),128,대덕구
거성아파트(나동),대전광역시 대덕구 신탄진로778번길 12(신탄진동),20,대덕구
거성아파트(가동),대전광역시 대덕구 신탄진로778번길 16(신탄진동),20,대덕구
흥진아파트,대전광역시 대덕구 신탄진남로 26(신탄진동),96,대덕구
홍림아파트,대전광역시 대덕구 신탄진로772번길 11(신탄진동),20,대덕구
한마음아파트,대전광역시 대덕구 계족로664번길 27(법동),1768,대덕구
삼익소월아파트,대전광역시 대덕구 동춘당로 160(법동),810,대덕구
다사랑아파트,대전광역시 대덕구 대덕대로1470번길 55(목상동),900,대덕구
영진상록아파트,대전광역시 대덕구 계족로521번길 79(중리동),104,대덕구
그린타운아파트,대전광역시 대덕구 동춘당로 151(법동),1050,대덕구
평화아파트,대전광역시 대덕구 우암동로17번길 26(비래동),49,대덕구
현대아파트,대전광역시 대덕구 신탄진로218번길 62(와동),656,대덕구
새여울(대우)아파트,대전광역시 대덕구 대청로64번길 41(신탄진동),300,대덕구
둥지아파트,대전광역시 대덕구 신상로 21(비래동),425,대덕구
새여울아파트(라이프),대전광역시 대덕구 대청로64번길 11(신탄진동),308,대덕구
보람아파트,대전광역시 대덕구 동춘당로 178(법동),1735,대덕구
두일아파트,대전광역시 대덕구 석봉로30번길 32(석봉동),49,대덕구
한밭아파트,대전광역시 대덕구 석봉로58번안길 82(석봉동),302,대덕구
로얄아파트,대전광역시 대덕구 동춘당로23번길 4(송촌동),87,대덕구
무궁화아파트,대전광역시 대덕구 덕암로154번길 6(상서동),49,대덕구
새여울(한신)아파트(301~305동),대전광역시 대덕구 대청로64번길 63(신탄진동),299,대덕구
한남아파트,대전광역시 대덕구 대전로1020번길 85(오정동),200,대덕구
한라아파트,대전광역시 대덕구 대덕대로1448번길 80(신일동),150,대덕구
참솔아파트,대전광역시 대덕구 동춘당로23번길 65(송촌동),40,대덕구
백송아파트,대전광역시 대덕구 대전로1397번길 79(읍내동),297,대덕구
반석아파트,대전광역시 대덕구 덕암로154번길 16(상서동),150,대덕구
무궁화아파트(S-307),대전광역시 대덕구 장동로 283-22(장동),60,대덕구
덕암아파트,대전광역시 대덕구 덕암로265번길 81(덕암동),250,대덕구
상록수아파트,대전광역시 대덕구 대덕대로1470번길 27(목상동),456,대덕구
양지마을아파트,대전광역시 대덕구 대전로1185번길 30(오정동),548,대덕구
선비마을아파트2단지,대전광역시 대덕구 동춘당로114번길 47(송촌동),1146,대덕구
선비마을5단지,대전광역시 대덕구 계족산로 136(송촌동),1555,대덕구
선비마을4단지,대전광역시 대덕구 계족산로 135(송촌동),1428,대덕구
선비마을아파트(1단지),대전광역시 대덕구 계족로690번길 21(법동),1140,대덕구
선비마을3단지,대전광역시 대덕구 동춘당로114번길 60(송촌동),1872,대덕구
덕암마을아파트,대전광역시 대덕구 덕암로234번길 15(덕암동),292,대덕구
두레아파트,대전광역시 대덕구 대화1길 77(대화동),423,대덕구
미래아파트,대전광역시 대덕구 우암동로18번길 30(비래동),172,대덕구
골든리버,대전광역시 대덕구 신탄진로810번길 20(신탄진동),191,대덕구
리치빌아파트,대전광역시 대덕구 비래동로32번길 45(비래동),53,대덕구
유앤미 아파트,대전광역시 대덕구 우암동로15번길 30(비래동),58,대덕구
아이조움아파트,대전광역시 대덕구 비래서로61번길 71(비래동),82,대덕구
비래휴플러스,대전광역시 대덕구 비래서로10번길 21(비래동),646,대덕구
해맞이아파트,대전광역시 대덕구 신탄진로232번길 10(와동),34,대덕구
평화로운아파트,대전광역시 대덕구 한밭대로1003번길 25(오정동),201,대덕구
리치빌아파트,대전광역시 대덕구 덕암로234번길 23(덕암동),118,대덕구
행복한 마을 아파트,대전광역시 대덕구 덕암로 200(평촌동),589,대덕구
평화로운아파트,대전광역시 대덕구 대덕대로1520번길 77(목상동),199,대덕구
금강엑슬루타워,대전광역시 대덕구 대덕대로 1555(석봉동),2312,대덕구
행복한집,대전광역시 대덕구 비래동로39번길 43(비래동),28,대덕구
모아빌 A동,대전광역시 대덕구 덕암로 145(덕암동),20,대덕구
시그마빌,대전광역시 대덕구 송촌로 34(송촌동),20,대덕구
송촌대호하이츠,대전광역시 대덕구 송촌로37번길 13(송촌동),24,대덕구
세종빌라,대전광역시 대덕구 우암로492번길 64(비래동),20,대덕구
두레마을아파트 201동,대전광역시 대덕구 대덕대로1486번길 65(목상동),49,대덕구
두레마을아파트,대전광역시 대덕구 대덕대로1520번길 55(목상동),49,대덕구
평원아파트,대전광역시 대덕구 동춘당로15번길 54(송촌동),52,대덕구
브리스빌,대전광역시 대덕구 동서대로1778번길 20(비래동),22,대덕구
세진시티빌,대전광역시 대덕구 덕암북로10번길 20(덕암동),29,대덕구
드림팰리스아파트(4차),대전광역시 대덕구 비래서로10번길 86(비래동),28,대덕구
금강로하스 엘크루아파트,대전광역시 대덕구 대덕대로 1587(석봉동),765,대덕구
브리스빌,대전광역시 대덕구 신탄진동로 68(신탄진동),24,대덕구
나이스팰리스아파트,대전광역시 대덕구 대전로1032번길 13-13(오정동),98,대덕구
트윈스아파트,대전광역시 대덕구 신탄진로796번길 51(신탄진동),30,대덕구
에코빌,대전광역시 대덕구 덕암로221번길 24(덕암동),29,대덕구
대호해맑음오피스텔,대전광역시 대덕구 신탄진로834번길 15(신탄진동),28,대덕구
담소루,대전광역시 대덕구 신탄진로810번길 60(신탄진동),21,대덕구
이노센스뷰,대전광역시 대덕구 석봉로 31(석봉동),28,대덕구
그레이스K,대전광역시 대덕구 한밭대로 1140(중리동),66,대덕구
금강센트럴파크 서희스타힐스,대전광역시 대덕구 대덕대로1585번길 44(석봉동),835,대덕구
e편한세상 대전법동,대전광역시 대덕구 중리북로 46(법동),1503,대덕구
대전상서 LH 행복주택,대전광역시 대덕구 새말3길 41(상서동),296,대덕구
대전 동일스위트 리버스카이 1단지,대전광역시 대덕구 대청로 43(신탄진동),1757,대덕구
세울더레스트,대전광역시 대덕구 대덕대로1605번길 26-20(석봉동),28,대덕구
세울더레스트2차아파트,대전광역시 대덕구 석봉북로12번길 19(석봉동),61,대덕구
트윈스 아파트 12차,대전광역시 대덕구 신탄진로796번길 32(신탄진동),24,대덕구
그레이스K8,대전광역시 대덕구 덕암북로60번길 21(덕암동),40,대덕구
대전 동일스위트 리버스카이 2단지,대전광역시 대덕구 대청로 53(신탄진동),655,대덕구
대덕브라운스톤,대전광역시 대덕구 신탄진로210번길 91(와동),910,대덕구
신탄진다가온 청년주택,대전광역시 대덕구 대청로 5(신탄진동),237,대덕구
엘리프 송촌 더 파크,대전광역시 대덕구 계족산로 52번길 50(송촌동),799,대덕구
